auctions,repetition,bidders,true_reserve,method,reserve_estimate,reserve_error,absolute_reserve_error,revenue_regret,max_bid_w1,latent_value_w1,validation_max_bid_w1,fold_reserve_sd,pooled_reserve,training_auctions
500,1,5,0.7718567076821209,Direct inversion,0.8199292897262774,0.0480725820441565,0.0480725820441565,0.0001232245550437,,,,,,500
500,2,5,0.7718567076821209,Direct inversion,0.8895461394685334,0.1176894317864125,0.1176894317864125,0.0011234999416713,,,,,,500
500,3,5,0.7718567076821209,Direct inversion,0.8132457069570891,0.0413889992749682,0.0413889992749682,8.742972959585593e-05,,,,,,500
500,4,5,0.7718567076821209,Direct inversion,0.867908126088497,0.0960514184063761,0.0960514184063761,0.0006615631983915,,,,,,500
500,5,5,0.7718567076821209,Direct inversion,0.7320805374795188,-0.039776170202602,0.039776170202602,4.529813904641245e-05,,,,,,500
500,1,5,0.7718567076821209,WGAN-GP,0.7982268929481506,0.0263701852660297,0.0263701852660297,3.209443181972915e-05,0.0459476657787988,0.1185727858865397,,,,500
500,2,5,0.7718567076821209,WGAN-GP,0.7485918998718262,-0.0232648078102947,0.0232648078102947,1.7544682855419325e-05,0.0336817812285881,0.1009760816971872,,,,500
500,3,5,0.7718567076821209,WGAN-GP,0.6587429642677307,-0.1131137434143901,0.1131137434143901,0.0002048668545466,0.0390545806250458,0.0504003106559282,,,,500
500,4,5,0.7718567076821209,WGAN-GP,0.7711707353591919,-0.0006859723229289,0.0006859723229289,1.7995091194933366e-08,0.0373393033622764,0.1023548473938403,,,,500
500,5,5,0.7718567076821209,WGAN-GP,0.673907995223999,-0.0979487124581218,0.0979487124581218,0.000173748899144,0.0388071207065232,0.0601642217986966,,,,500
500,1,5,0.7718567076821209,Fold-averaged WGAN,0.7324635982513428,-0.0393931094307781,0.0393931094307781,4.455950230775052e-05,,0.0723416541252287,0.0661755562657698,0.0412885468992492,0.73847895860672,333
500,2,5,0.7718567076821209,Fold-averaged WGAN,0.7556543151537577,-0.0162023925283631,0.0162023925283631,8.965009210992747e-06,,0.096134134915782,0.0927661786073088,0.037702105525534,0.7586879730224609,333
500,3,5,0.7718567076821209,Fold-averaged WGAN,0.7125745018323263,-0.0592822058497946,0.0592822058497946,8.657366456210625e-05,,0.0737624818501091,0.0913744587177578,0.0096191548453451,0.7076030373573303,333
500,4,5,0.7718567076821209,Fold-averaged WGAN,0.7357341249783834,-0.0361225827037374,0.0361225827037374,3.8409087965041167e-05,,0.0899089665044993,0.0807011285530514,0.0202846065188774,0.7478439807891846,333
500,5,5,0.7718567076821209,Fold-averaged WGAN,0.76017298301061,-0.0116837246715109,0.0116837246715109,4.818489738989129e-06,,0.0955020467897008,0.1115784591672236,0.0639171167100686,0.7666782736778259,333
2000,1,5,0.7718567076821209,Direct inversion,0.7828352810051603,0.0109785733230394,0.0109785733230394,5.002254313879462e-06,,,,,,2000
2000,2,5,0.7718567076821209,Direct inversion,0.7763700092210817,0.0045133015389607,0.0045133015389607,8.077872510892092e-07,,,,,,2000
2000,3,5,0.7718567076821209,Direct inversion,0.7647397798109236,-0.0071169278711973,0.0071169278711973,1.8480818244626107e-06,,,,,,2000
2000,4,5,0.7718567076821209,Direct inversion,0.8047359150391505,0.0328792073570296,0.0328792073570296,5.213647638369068e-05,,,,,,2000
2000,5,5,0.7718567076821209,Direct inversion,0.8523768627208971,0.0805201550387761,0.0805201550387761,0.0004238684577348,,,,,,2000
2000,1,5,0.7718567076821209,WGAN-GP,0.8064436316490173,0.0345869239668964,0.0345869239668964,5.835685103616761e-05,0.0339301694147452,0.1258835606572097,,,,2000
2000,2,5,0.7718567076821209,WGAN-GP,0.6939581632614136,-0.0778985444207073,0.0778985444207073,0.0001290816855668,0.0275110927002687,0.0527946921952943,,,,2000
2000,3,5,0.7718567076821209,WGAN-GP,0.7185553908348083,-0.0533013168473125,0.0533013168473125,7.331738515459207e-05,0.027460496753426,0.0628477094383221,,,,2000
2000,4,5,0.7718567076821209,WGAN-GP,0.7238961458206177,-0.0479605618615032,0.0479605618615032,6.185943577996511e-05,0.042755938449341,0.0641858786484984,,,,2000
2000,5,5,0.7718567076821209,WGAN-GP,0.7059938311576843,-0.0658628765244365,0.0658628765244365,0.000101492776654,0.0368298671260297,0.0508780660490053,,,,2000
2000,1,5,0.7718567076821209,Fold-averaged WGAN,0.7830041448275248,0.0111474371454038,0.0111474371454038,5.163421404885682e-06,,0.1004888715416225,0.0442996069225981,0.0204164827578981,0.7786807417869568,1333
2000,2,5,0.7718567076821209,Fold-averaged WGAN,0.7502625981966654,-0.0215941094854554,0.0215941094854554,1.5303726050852617e-05,,0.0863513805066157,0.0470102021215183,0.025198814241365,0.7588075995445251,1333
2000,3,5,0.7718567076821209,Fold-averaged WGAN,0.728274405002594,-0.0435823026795268,0.0435823026795268,5.282558292285522e-05,,0.0755647271315204,0.0438693793251872,0.0370549318434957,0.7362290024757385,1333
2000,4,5,0.7718567076821209,Fold-averaged WGAN,0.7388011813163757,-0.0330555263657451,0.0330555263657451,3.2917377605246045e-05,,0.0864639943258442,0.0535420432914177,0.0227834630827355,0.7363324761390686,1333
2000,5,5,0.7718567076821209,Fold-averaged WGAN,0.7641168038050333,-0.0077399038770875,0.0077399038770875,2.175968358608671e-06,,0.0927534654078501,0.0472273358459126,0.0318983469647943,0.7646145224571228,1333
10000,1,5,0.7718567076821209,Direct inversion,0.7684781470349438,-0.0033785606471771,0.0033785606471771,4.278833105608726e-07,,,,,,10000
10000,2,5,0.7718567076821209,Direct inversion,0.7135880382282656,-0.0582686694538553,0.0582686694538553,8.430234870027142e-05,,,,,,10000
10000,3,5,0.7718567076821209,Direct inversion,0.804289890184666,0.0324331825025451,0.0324331825025451,5.0579817253204595e-05,,,,,,10000
10000,4,5,0.7718567076821209,Direct inversion,0.6764290552736291,-0.0954276524084918,0.0954276524084918,0.0001683132950986,,,,,,10000
10000,5,5,0.7718567076821209,Direct inversion,0.8351418119904465,0.0632851043083255,0.0632851043083255,0.0002353913549111,,,,,,10000
10000,1,5,0.7718567076821209,WGAN-GP,0.7725210785865784,0.0006643709044574,0.0006643709044574,1.696343954193935e-08,0.0316638705368525,0.0886400960916247,,,,10000
10000,2,5,0.7718567076821209,WGAN-GP,0.7475678324699402,-0.0242888752121807,0.0242888752121807,1.897825533725417e-05,0.0424913960206853,0.0863714378300501,,,,10000
10000,3,5,0.7718567076821209,WGAN-GP,0.7120605707168579,-0.0597961369652629,0.0597961369652629,8.77286245841713e-05,0.0400695365533034,0.0613366407127951,,,,10000
10000,4,5,0.7718567076821209,WGAN-GP,0.6573306322097778,-0.114526075472343,0.114526075472343,0.0002076102011063,0.0460536709933553,0.0423519761679981,,,,10000
10000,5,5,0.7718567076821209,WGAN-GP,0.7337998151779175,-0.0380568925042034,0.0380568925042034,4.2012215787812224e-05,0.0350743629853922,0.0749252989761674,,,,10000
10000,1,5,0.7718567076821209,Fold-averaged WGAN,0.7193482716878256,-0.0525084359942953,0.0525084359942953,7.159048097027387e-05,,0.0722549909330829,0.0390709516409798,0.0500075663956222,0.7296550273895264,6666
10000,2,5,0.7718567076821209,Fold-averaged WGAN,0.7595383524894714,-0.0123183551926494,0.0123183551926494,5.331381382811529e-06,,0.0967910437007396,0.0385599341544262,0.0342684102495708,0.7757744789123535,6666
10000,3,5,0.7718567076821209,Fold-averaged WGAN,0.7441389759381613,-0.0277177317439596,0.0277177317439596,2.4090865515136173e-05,,0.084481993079552,0.032220038252111,0.0564115413453606,0.7592201232910156,6666
10000,4,5,0.7718567076821209,Fold-averaged WGAN,0.777201255162557,0.0053445474804361,0.0053445474804361,1.139386071491444e-06,,0.1007517320736246,0.0426203846957132,0.0334908101576316,0.7750045657157898,6666
10000,5,5,0.7718567076821209,Fold-averaged WGAN,0.7658337950706482,-0.0060229126114726,0.0060229126114726,1.3340523614679969e-06,,0.0898528430370529,0.0351391419332444,0.0347257229137969,0.7639788389205933,6666
